Sample_ID,Method_R1,Coef_np_R1,Coef_OLS_R1,Standard_Error_R1,Data_Points_Used_R1,Diff_R1,Data_Points_R1,smaller_than_R1,Method_R2,Coef_np_R2,Coef_OLS_R2,Standard_Error_R2,Data_Points_Used_R2,Diff_R2,smaller_than_R2,larger_than_R2
15-6,3,35.79839624884617,35.79839624884617,1.380400840821567,4,0,7.0,0.0,3,35.304625266103464,35.304625266103464,1.7350137566171029,3,0,0.0,0.0
15-7,3,37.49636381195118,37.496363811951184,0.8250449145400632,4,0,7.0,0.0,3,36.74059189958991,36.740591899589916,0.8902402861733438,3,0,0.0,0.0
16-1,3,41.98831640165614,41.98831640165614,3.9099944802121516,4,0,4.0,0.0,3,41.98831640165614,41.98831640165614,3.9099944802121516,4,0,0.0,0.0
16-2,3,36.34609600389562,36.34609600389561,2.0398485438782177,4,0,4.0,0.0,3,36.34609600389562,36.34609600389561,2.0398485438782177,4,0,0.0,0.0
16-3,3,51.16855762208991,51.1685576220899,9.868649107779167e-15,2,0,4.0,0.0,3,51.16855762208991,51.1685576220899,9.868649107779167e-15,2,0,0.0,0.0
16-4,3,35.42438604606224,35.42438604606224,6.832141690000963e-15,2,0,4.0,0.0,3,35.42438604606224,35.42438604606224,6.832141690000963e-15,2,0,0.0,0.0
17-1,3,3.465390564956039,3.465390564956039,0.056986073673030185,3,0,5.0,0.0,3,3.454108989436597,3.4541089894365973,0.0685084382012567,3,0,0.0,0.0
17-2,3,10.614917278702553,10.614917278702553,0.0,2,0,5.0,0.0,3,10.572681805786535,10.572681805786535,0.0,2,0,0.0,0.0
18-1,3,13.632544612187493,13.632544612187491,0.7959365740738008,16,0,16.0,0.0,3,13.6155149006857,13.615514900685698,0.7898668143939019,16,0,0.0,0.0
20-1,3,219.10060796771538,219.10060796771538,0.0,2,0,5.0,0.0,3,217.74529006087928,217.74529006087928,101.37739660099714,2,0,0.0,0.0
21-1,3,15.350567286626973,15.350567286626973,0.0,2,0,2.0,0.0,3,15.350567286626973,15.350567286626973,0.0,2,0,0.0,0.0
21-2,1,2.1109394053261923,2.110939405326192,4.984022786806546e-16,2,0,2.0,0.0,1,2.1566841995876724,2.1566841995876724,2.5054398299016227e-16,2,0,0.0,0.0
21-3,1,9.25392924166993,9.25392924166993,1.0496654051002983e-15,2,0,2.0,0.0,1,9.602682161270765,9.602682161270764,2.129354505519194e-15,2,0,0.0,0.0
21-4,1,2.1886599356964975,2.188659935696497,7.47603418020982e-16,2,0,2.0,0.0,1,2.1885328856343103,2.1885328856343103,0.0,2,0,0.0,0.0
21-5,1,4.445766323339052,4.445766323339052,0.0,2,0,2.0,0.0,1,4.213058461351566,4.213058461351565,1.064677252759597e-15,2,0,0.0,0.0
22-1,1,5.773012511046609,5.773012511046609,0.3071247971454623,3,0,8.0,0.0,1,5.512444156133478,5.512444156133478,0.019671310394829302,3,0,0.0,0.0
22-2,1,3.348523697595038,3.3485236975950374,0.014174330533509763,4,0,7.0,0.0,1,3.3466372299603675,3.346637229960368,0.031197188601869895,4,0,0.0,0.0
22-3,1,3.738883005847567,3.738883005847567,0.18295022600727065,4,0,7.0,0.0,1,3.544034901867787,3.5440349018677866,0.17194635602381078,4,0,0.0,0.0
23-1,3,8.952556405561653,8.952556405561651,0.36753620089142497,11,0,11.0,0.0,3,8.919218515383024,8.919218515383022,0.3715543701134589,11,0,0.0,0.0
23-2,3,8.96902218201807,8.969022182018072,0.3263352293587036,11,0,11.0,0.0,3,8.955810526279986,8.955810526279988,0.32551268923143994,11,0,0.0,0.0
23-3,3,8.25483392027429,8.25483392027429,0.23054627420741886,8,0,8.0,0.0,3,8.237044197547965,8.237044197547963,0.22766329650969205,8,0,0.0,0.0
25-1,3,6.2327468754724356,6.232746875472437,0.35666980902564616,4,0,4.0,0.0,3,6.192967599888512,6.19296759988851,0.3488569632724921,4,0,0.0,0.0
26-1,3,41.17597826472878,41.17597826472878,3.98642364728932,3,0,3.0,0.0,3,41.10269140316718,41.10269140316717,4.097938407567713,3,0,0.0,0.0
27-1,1,0.9949829830686481,0.9949829830686481,0.0,2,0,2.0,0.0,1,0.9850375481228999,0.9850375481228999,0.0,2,0,0.0,0.0
27-2,1,1.2177811384047812,1.2177811384047812,0.0,2,0,2.0,0.0,1,1.2146946479905447,1.2146946479905447,1.6496680965120343e-16,2,0,0.0,1.0
28-1,1,40.48609511103969,40.48609511103968,1.5198775096472726e-14,2,0,2.0,0.0,1,40.48609511103969,40.48609511103968,1.5198775096472726e-14,2,0,0.0,0.0
28-2,1,9.912890474353764,9.912890474353766,0.08863136058603732,3,0,4.0,0.0,1,9.912890474353764,9.912890474353766,0.08863136058603732,3,0,0.0,0.0
29-1,1,104.4579615327675,104.45796153276748,2.884589058450678e-14,2,0,5.0,0.0,1,107.01578205270272,107.01578205270272,0.0,2,0,0.0,0.0
29-2,1,181.77870113514211,181.77870113514211,0.0,2,0,4.0,0.0,1,181.61493461130533,181.61493461130533,0.0,2,0,0.0,0.0
29-3,1,208.68364977250675,208.68364977250675,3.0153833233112267e-14,2,0,3.0,0.0,1,199.98159554212617,199.98159554212617,0.0,2,0,0.0,0.0
29-4,1,137.7426044613931,137.7426044613931,2.870327314687508e-14,2,0,4.0,0.0,1,131.56193028166842,131.56193028166842,0.0,2,0,0.0,0.0
30-1,2,2.0296171405311867,2.0296171405311867,0.06157899195978174,7,0,7.0,0.0,2,2.0333131100446455,2.0333131100446455,0.06076480027212885,7,0,0.0,0.0
30-2,2,2.762458379055346,2.762458379055346,0.03278863197746462,10,0,10.0,0.0,2,2.772746902104761,2.772746902104761,0.031995259043927346,10,0,0.0,0.0
30-3,3,2.656828953454668,2.656828953454668,3.4160708450004814e-16,2,0,2.0,0.0,3,2.6568289534546676,2.6568289534546676,inf,2,0,0.0,0.0
30-4,3,3.0033718604270168,3.0033718604270168,0.0,2,0,2.0,0.0,3,3.0033718604270163,3.0033718604270163,,2,0,0.0,0.0
30-5,3,4.317347049363836,4.317347049363836,5.551115123125783e-16,2,0,2.0,0.0,3,4.317347049375,4.317347049375,,2,0,0.0,0.0
30-6,3,5.756462732485115,5.756462732485115,0.0,2,0,2.0,0.0,3,5.7564627325,5.7564627325,,2,0,0.0,0.0
30-7,3,6.907755278982138,6.907755278982138,0.0,2,0,2.0,0.0,3,6.907755279,6.907755279,,2,0,0.0,0.0
30-8,3,9.462678464359092,9.46267846435909,2.433365533425e-15,2,0,2.0,0.0,3,9.462678464383561,9.462678464383561,,2,0,0.0,0.0
30-9,2,11.18815035408913,11.18815035408913,0.35700707399158976,9,0,9.0,0.0,2,11.18171985895501,11.18171985895501,0.35433891422110186,9,0,0.0,0.0
30-10,3,8.634694098727673,8.634694098727673,1.1102230246251565e-15,2,0,2.0,0.0,3,8.63469409875,8.63469409875,,2,0,0.0,0.0
30-11,3,10.466295877245663,10.466295877245663,0.0,2,0,2.0,0.0,3,10.466295877272726,10.466295877272726,,2,0,0.0,0.0
30-12,2,14.822264625379605,14.822264625379606,1.18214714646107,8,0,8.0,0.0,2,14.830139581888702,14.830139581888702,1.2030825796594744,8,0,0.0,0.0
30-13,3,15.350567286626973,15.350567286626973,0.0,2,0,2.0,0.0,3,15.350567286666667,15.350567286666667,inf,2,0,0.0,0.0
30-14,3,17.269388197455346,17.269388197455346,2.220446049250313e-15,2,0,2.0,0.0,3,17.2693881975,17.2693881975,,2,0,0.0,0.0
30-15,3,23.02585092994046,23.02585092994046,0.0,2,0,2.0,0.0,3,23.02585093,23.02585093,,2,0,0.0,0.0
30-16,3,23.81984578959358,23.81984578959358,0.0,2,0,2.0,0.0,3,23.819845789655172,23.819845789655172,,2,0,0.0,0.0
30-17,3,62.79777526347399,62.79777526347399,8.074349270001139e-15,2,0,2.0,0.0,3,62.79777526363637,62.79777526363637,inf,2,0,0.0,0.0
30-18,2,267.39136633517916,267.39136633517916,0.0,2,0,6.0,0.0,2,260.9140028032742,260.9140028032742,0.0,2,0,0.0,0.0
30-19,3,135.44618194082625,135.44618194082625,1.7415263131375006e-14,2,0,2.0,0.0,3,135.4461819411765,135.4461819411765,inf,2,0,0.0,0.0
30-20,3,156.99443815868497,156.99443815868497,2.018587317500285e-14,2,0,2.0,0.0,3,156.99443815909092,156.99443815909092,,2,0,0.0,0.0
30-21,3,186.69608862113887,186.69608862113887,0.0,2,0,2.0,0.0,3,186.6960886216216,186.6960886216216,inf,2,0,0.0,0.0
30-22,2,242.96014964766064,242.96014964766067,14.186957500161549,4,0,6.0,0.0,2,244.04412673920098,244.04412673920098,13.306461964854279,4,0,0.0,0.0
30-23,3,172.69388197455345,172.69388197455345,0.0,2,0,2.0,0.0,3,172.693881975,172.693881975,inf,2,0,0.0,1.0
30-24,3,345.3877639491069,345.3877639491069,0.0,2,0,2.0,0.0,3,345.38776395,345.38776395,inf,2,0,0.0,1.0
30-25,3,203.16927291123935,203.16927291123935,2.6122894697062506e-14,2,0,2.0,0.0,3,203.1692729117647,203.1692729117647,,2,0,0.0,0.0
30-26,3,287.8231366242557,287.8231366242557,3.700743415417188e-14,2,0,2.0,0.0,3,287.82313662499996,287.82313662499996,inf,2,0,0.0,0.0
30-27,2,320.6625210394956,320.6625210394956,12.970851470904844,5,0,7.0,0.0,2,321.07831403495044,321.0783140349505,13.111219634930732,5,0,0.0,0.0
30-28,3,328.94072757057796,328.9407275705779,4.2294210461910714e-14,2,0,2.0,0.0,3,328.9407275714285,328.9407275714285,inf,2,0,0.0,0.0
30-29,2,332.9965932745523,332.9965932745523,1.8604027785454669,3,0,4.0,0.0,2,341.0897442617654,341.0897442617654,12.884065308774739,4,0,0.0,0.0
30-30,3,460.5170185988092,460.5170185988092,0.0,2,0,2.0,0.0,3,460.51701860000003,460.51701860000003,,2,0,0.0,0.0
30-31,3,345.3877639491069,345.3877639491069,0.0,2,0,2.0,0.0,3,345.38776395,345.38776395,inf,2,0,0.0,1.0
30-32,3,690.7755278982138,690.7755278982138,0.0,2,0,2.0,0.0,3,690.7755279,690.7755279,inf,2,0,0.0,1.0
30-33,2,1.4768546515244545,1.4768546515244545,0.03379512105411006,6,0,6.0,0.0,2,1.4788350660010436,1.4788350660010436,0.03442818354269094,6,0,0.0,0.0
30-34,3,0.8743994024028021,0.8743994024028019,3.3728294418992085e-16,2,0,2.0,0.0,3,0.8743994024050631,0.8743994024050631,inf,2,0,0.0,0.0
30-35,3,1.9188209108283716,1.9188209108283716,0.0,2,0,2.0,0.0,3,1.9188209108333334,1.9188209108333334,inf,2,0,0.0,0.0
30-36,3,3.453877639491069,3.453877639491069,0.0,2,0,2.0,0.0,3,3.4538776395,3.4538776395,,2,0,0.0,0.0
30-37,3,5.756462732485115,5.756462732485115,0.0,2,0,2.0,0.0,3,5.7564627325,5.7564627325,,2,0,0.0,0.0
30-38,2,8.70411551478542,8.704115514785418,0.5124979147829001,7,0,7.0,0.0,2,8.542665257509412,8.542665257509412,0.3666770350962767,9,0,0.0,0.0
30-39,3,8.22351818926445,8.22351818926445,0.0,2,0,2.0,0.0,3,8.223518189285715,8.223518189285715,,2,0,0.0,0.0
30-40,3,14.391156831212788,14.391156831212788,0.0,2,0,2.0,0.0,3,14.391156831250001,14.391156831250001,,2,0,0.0,0.0
30-41,3,57.56462732485115,57.56462732485115,0.0,2,0,2.0,0.0,3,57.564627325000004,57.564627325000004,,2,0,0.0,0.0
30-42,2,123.80071721527538,123.8007172152754,3.2975179935641177,3,0,12.0,0.0,2,123.40864935623611,123.40864935623611,2.848502268045419,3,0,0.0,0.0
30-43,3,109.64690919019266,109.64690919019266,0.0,2,0,2.0,0.0,3,109.6469091904762,109.6469091904762,,2,0,0.0,0.0
30-44,3,113.2418898193793,113.24188981937927,4.368090588689139e-14,2,0,2.0,0.0,3,113.24188981967212,113.24188981967212,,2,0,0.0,0.0
30-45,3,222.8308154510367,222.8308154510367,0.0,2,0,2.0,0.0,3,222.8308154516129,222.8308154516129,,2,0,0.0,0.0
30-46,3,345.3877639491069,345.3877639491069,0.0,2,0,2.0,0.0,3,345.38776395,345.38776395,inf,2,0,0.0,0.0
30-47,2,457.1701963628676,457.1701963628676,0.0,2,0,6.0,0.0,2,456.18036244657156,456.18036244657156,0.0,2,0,0.0,0.0
30-48,3,345.3877639491069,345.3877639491069,0.0,2,0,2.0,0.0,3,345.38776395,345.38776395,inf,2,0,0.0,1.0
31-1,2,4.659007607227093,4.659007607227093,0.439255449689549,3,0,5.0,0.0,2,4.7827784220263005,4.7827784220263005,0.49515796405107027,3,0,0.0,0.0
31-2,2,7.432715430458252,7.432715430458251,0.32690368315505797,3,0,4.0,0.0,2,7.468718072730912,7.468718072730912,0.3464608299355723,3,0,0.0,0.0
31-3,2,1.9210107162627692,1.921010716262769,0.05824957831556739,5,0,5.0,0.0,2,1.9218781893135328,1.9218781893135324,0.060166117340764005,5,0,0.0,0.0
31-4,2,0.8872945664032468,0.8872945664032468,0.0410937410558498,8,0,8.0,0.0,2,0.9235263657582508,0.9235263657582508,0.03797792157859882,8,0,0.0,0.0
31-5,2,7.8290598580357695,7.829059858035769,0.5917785186856247,5,0,5.0,0.0,2,7.798910648820581,7.798910648820581,0.6459777695010309,5,0,0.0,0.0
31-6,2,6.456871143787962,6.456871143787962,0.1393443879307888,7,0,7.0,0.0,2,6.484623874615846,6.484623874615847,0.12670325270315705,7,0,0.0,0.0
31-7,2,5.756617007870807,5.756617007870808,0.27921739172290344,6,0,6.0,0.0,2,5.779134061066139,5.77913406106614,0.277133185470628,6,0,0.0,0.0
31-8,2,9.98277219003168,9.98277219003168,0.37915484093812885,3,0,5.0,0.0,2,10.101825978524175,10.101825978524177,0.3884714364975218,3,0,0.0,0.0
31-9,2,254.52783072316916,254.52783072316916,0.0,2,0,5.0,0.0,2,306.555464442024,306.555464442024,5.240029638835574e-14,2,0,0.0,0.0
31-10,2,118.51046667896786,118.51046667896786,10.87365834682266,3,0,6.0,0.0,2,127.71934522224765,127.71934522224765,16.25822639271034,3,0,0.0,0.0
31-11,3,230.25850929940458,230.25850929940458,0.0,2,0,2.0,0.0,3,230.25850929940458,230.25850929940458,0.0,2,0,0.0,1.0
31-12,3,230.25850929940458,230.25850929940458,0.0,2,0,2.0,0.0,3,230.25850929940458,230.25850929940458,0.0,2,0,0.0,1.0
31-13,3,736.8272297580947,736.8272297580947,65.12694134060588,3,0,3.0,0.0,3,736.8272297580947,736.8272297580947,65.12694134060588,3,0,0.0,0.0
31-14,3,230.25850929940458,230.25850929940458,0.0,2,0,2.0,0.0,3,230.25850929940458,230.25850929940458,0.0,2,0,0.0,1.0
31-15,3,230.25850929940458,230.25850929940458,0.0,2,0,2.0,0.0,3,230.25850929940458,230.25850929940458,0.0,2,0,0.0,1.0
31-16,3,230.25850929940458,230.25850929940458,0.0,2,0,2.0,0.0,3,230.25850929940458,230.25850929940458,0.0,2,0,0.0,1.0
32-1,3,179.63233745641395,179.6323374564139,9.544753122259998,19,0,19.0,0.0,3,179.9231627776712,179.9231627776711,8.917193189943907,22,0,0.0,0.0
32-2,3,1.4676077998579515,1.467607799857952,0.11573019099771478,22,0,23.0,0.0,3,1.4931169782598392,1.49311697825984,0.11694738773283275,21,0,0.0,0.0
33-1,1,0.6579461881388082,0.6579461881388082,0.04929335126202429,4,0,4.0,0.0,1,0.6579461881388082,0.6579461881388082,0.04929335126202429,4,0,0.0,0.0
33-2,1,0.2183402512845991,0.21834025128459908,0.0028639492354423693,4,0,6.0,0.0,1,0.2183402512845991,0.21834025128459908,0.0028639492354423693,4,0,0.0,0.0
33-3,1,1.9606922981623376,1.9606922981623378,0.0829286913425091,3,0,4.0,0.0,1,1.9606922981623376,1.9606922981623378,0.0829286913425091,3,0,0.0,0.0
33-4,1,0.8461513538132711,0.8461513538132711,0.006856926918106483,3,0,3.0,0.0,1,0.8461513538132711,0.8461513538132711,0.006856926918106483,3,0,0.0,0.0
33-5,1,2.500579344024993,2.500579344024993,0.13448601949453565,4,0,5.0,0.0,1,2.500579344024993,2.500579344024993,0.13448601949453565,4,0,0.0,0.0
33-6,1,0.573121245800211,0.5731212458002111,0.01750888337221589,4,0,5.0,0.0,1,0.573121245800211,0.5731212458002111,0.01750888337221589,4,0,0.0,0.0
33-7,1,10.2076383740373,10.2076383740373,0.0,2,0,6.0,0.0,1,10.2076383740373,10.2076383740373,0.0,2,0,0.0,0.0
33-8,1,3.623740474220137,3.6237404742201362,9.706867974864754e-16,2,0,6.0,0.0,1,3.623740474220137,3.6237404742201362,9.706867974864754e-16,2,0,0.0,0.0
34-1,1,13.277851094625563,13.277851094625563,0.0,2,0,2.0,0.0,1,13.277851094625563,13.277851094625563,0.0,2,0,0.0,0.0
34-2,1,18.948872306502974,18.948872306502974,0.0,2,0,2.0,0.0,1,18.948872306502974,18.948872306502974,0.0,2,0,0.0,1.0
35-1,3,288.85042559717755,288.85042559717755,3.706911321109617e-14,2,0,6.0,0.0,3,283.7009082669923,283.70090826699226,7.323693752281632e-14,2,0,0.0,0.0
35-2,3,164.09848364456843,164.09848364456843,20.42639727264664,4,0,8.0,0.0,3,177.70902302637037,177.70902302637035,12.121394101035007,4,0,0.0,0.0
35-3,3,18.17705556501288,18.17705556501288,0.5696611289536591,4,0,4.0,0.0,3,18.207576919301996,18.207576919301996,0.5795689991800352,4,0,0.0,0.0
35-4,3,9.146248283540212,9.146248283540212,0.6299566259805034,4,0,5.0,0.0,3,9.10588424903752,9.105884249037517,0.6000078503769003,4,0,0.0,0.0
35-5,3,138.39876359142363,138.39876359142366,5.068455490532709,3,0,6.0,0.0,3,138.70459701054344,138.70459701054347,3.4947650387449265,3,0,0.0,0.0
35-6,3,317.4785214492436,317.47852144924354,42.31614936355357,7,0,7.0,0.0,3,341.6204225422508,341.6204225422508,41.22880223754724,7,0,0.0,0.0
35-7,3,531.6984495830399,531.6984495830399,0.0,2,0,5.0,0.0,3,540.8959384052873,540.8959384052873,0.0,2,0,0.0,0.0
35-8,3,1074.4119766756826,1074.4119766756826,10.500419605136306,3,0,4.0,0.0,3,1219.230124312649,1219.230124312649,26.864074779810288,3,0,0.0,0.0
35-9,3,177.67439337337615,177.67439337337618,3.165214352969771,3,0,6.0,0.0,3,169.4785418448444,169.4785418448444,8.44497936020612,3,0,0.0,0.0
35-10,3,333.1371831753936,333.1371831753936,20.715054633400925,3,0,15.0,0.0,3,307.1356756840871,307.1356756840871,24.177896204545956,3,0,0.0,0.0
35-11,3,384.20711319221675,384.20711319221675,0.0,2,0,5.0,0.0,3,371.596254229157,371.596254229157,0.0,2,0,0.0,0.0
35-12,3,1.72138079328413,1.7213807932841299,0.17939013261519463,5,0,10.0,0.0,3,1.5429616142659888,1.5429616142659888,0.15340325581518846,5,0,0.0,0.0
35-13,3,25.120438149848365,25.120438149848365,0.7774444684623957,8,0,8.0,0.0,3,26.497035380372438,26.49703538037244,0.9887534368691496,6,0,0.0,0.0
35-14,3,195.23183775163574,195.2318377516357,14.070813922407302,3,0,5.0,0.0,3,193.9191954909748,193.9191954909748,19.67011540250614,3,0,0.0,0.0
35-15,3,297.3380746281856,297.3380746281856,4.9507225356677075e-14,2,0,4.0,0.0,3,287.6057412026477,287.6057412026477,0.0,2,0,0.0,0.0
35-16,3,457.7629989593718,457.7629989593719,33.31495432081031,3,0,3.0,0.0,3,384.87054453707526,384.87054453707526,44.30771347304502,3,0,0.0,0.0
35-17,3,345.75883136668443,345.75883136668443,0.0,2,0,7.0,0.0,3,354.42406077132034,354.42406077132034,0.0,2,0,0.0,0.0
35-18,3,229.10706062426823,229.10706062426823,0.0,2,0,7.0,0.0,3,246.16544748036873,246.16544748036873,4.1106368015992973e-14,2,0,0.0,0.0
35-19,3,107.47390708629091,107.47390708629092,6.167916138644056,4,0,7.0,0.0,3,108.5008300779882,108.50083007798818,7.101937990643572,4,0,0.0,0.0
35-20,3,76.38311026022606,76.38311026022606,4.6759519720339835,7,0,8.0,0.0,3,75.92955347193434,75.92955347193433,4.342891246834596,7,0,0.0,0.0
35-21,3,57.56753333002862,57.56753333002862,4.833258249520736,11,0,17.0,0.0,3,57.70841443630938,57.70841443630939,4.926997886936039,11,0,0.0,0.0
35-22,3,31.887354349811904,31.8873543498119,1.1176772172435505,10,0,14.0,0.0,3,32.059130222396675,32.059130222396675,1.1343761431916906,10,0,0.0,0.0
35-23,3,19.83461828281539,19.83461828281539,0.6894304043246801,11,0,14.0,0.0,3,18.974287815251373,18.97428781525137,0.7382008311839472,12,0,0.0,0.0
35-24,3,7.279925954351774,7.279925954351775,0.23646589931389372,19,0,21.0,0.0,3,7.276003601684116,7.276003601684116,0.2282833049760546,19,0,0.0,0.0
35-25,3,1.2533139169768777,1.2533139169768777,0.057277282802375824,5,0,8.0,0.0,3,1.223573582506535,1.2235735825065348,0.0838214690187017,5,0,0.0,0.0
36-1,2,57.9910319717019,57.9910319717019,0.0,2,0,2.0,0.0,2,86.48680827163533,86.48680827163533,0.0,2,0,0.0,1.0
36-2,2,1.8322228811309917,1.832222881130992,0.0386174124311679,3,0,3.0,0.0,2,1.8450339783168535,1.8450339783168535,0.014721046064261303,3,0,0.0,0.0
36-3,2,36.82658211250939,36.82658211250939,0.0,2,0,2.0,0.0,2,9.763856863835379,9.763856863835379,0.0,2,0,0.0,1.0
36-4,2,2.0775203846562125,2.0775203846562125,2.5376526277146434e-16,2,0,2.0,0.0,2,2.5448446319872726,2.5448446319872726,0.0,2,0,0.0,0.0
37-1,1,16.84329298793903,16.84329298793903,0.0,2,0,2.0,0.0,1,16.84329298793903,16.84329298793903,0.0,2,0,0.0,1.0
37-2,1,9.758337456859088,9.758337456859088,0.07824760792263662,3,0,3.0,0.0,1,9.758337456859088,9.758337456859088,0.07824760792263662,3,0,0.0,0.0
37-3,1,17.70448009294333,17.704480092943328,6.630258809581027e-15,2,0,2.0,0.0,1,17.70448009294333,17.704480092943328,6.630258809581027e-15,2,0,0.0,1.0
37-4,1,10.91973872356179,10.91973872356179,0.0,2,0,2.0,0.0,1,10.91973872356179,10.91973872356179,0.0,2,0,0.0,0.0
38-2,3,50.13893354382099,50.13893354382098,3.5893321451880515,14,0,15.0,0.0,3,50.28158562409452,50.28158562409452,3.657154571931744,14,0,0.0,0.0
38-3,3,53.963398223562116,53.96339822356212,3.439146266620238,11,0,19.0,0.0,3,54.106673649031734,54.106673649031734,3.453390620268727,11,0,0.0,0.0
39-1,3,3.7176794374240143,3.7176794374240147,0.09355724770681789,3,0,7.0,0.0,3,3.6564190755573835,3.656419075557383,0.045874815494470776,3,0,0.0,0.0
39-2,3,2.348480535101244,2.348480535101244,0.16976870034999575,7,0,7.0,0.0,3,2.3558763152306383,2.3558763152306383,0.16955811508659044,7,0,0.0,0.0
40-1,3,2.0132212258398106,2.0132212258398106,0.018791407618788853,5,0,5.0,0.0,3,2.0132212258398106,2.0132212258398106,0.018791407618788853,5,0,0.0,0.0
41-1,1,19.576226524867845,19.576226524867845,1.3998740224078807,5,0,5.0,0.0,1,19.64964469171736,19.64964469171736,1.3711753767236565,5,0,0.0,0.0
41-2,1,17.10902864731704,17.10902864731704,2.006815956287434,3,0,6.0,0.0,1,17.354124483317122,17.354124483317122,2.031162494127709,3,0,0.0,0.0
41-3,1,92.16031939545465,92.16031939545465,4.698574596926062,3,0,3.0,0.0,1,90.75136906209197,90.75136906209198,4.975413875674851,3,0,0.0,0.0
41-4,1,161.23329540256387,161.23329540256387,0.0,2,0,4.0,0.0,1,158.62395113495333,158.62395113495333,0.0,2,0,0.0,0.0
41-6,1,6.837443455814052,6.837443455814052,1.8853591482957952,4,0,6.0,0.0,1,6.845423363903114,6.845423363903113,1.8652944321464473,4,0,0.0,0.0
41-7,1,79.88457283679152,79.88457283679152,1.0699289963943708e-14,2,0,4.0,0.0,1,80.90330094678589,80.90330094678589,1.0770520919006539e-14,2,0,0.0,0.0
41-8,1,44.66624525149554,44.66624525149554,2.479021440044863,3,0,3.0,0.0,1,44.617107079551765,44.61710707955177,2.0848292701829365,3,0,0.0,0.0
41-9,1,120.54069978646933,120.54069978646933,2.799380449816003,5,0,5.0,0.0,1,117.06617191180786,117.06617191180786,4.881807002983108,3,0,0.0,0.0
41-10,1,8.834734242445958,8.834734242445958,2.102038825896316,3,0,5.0,0.0,1,9.33465353219752,9.33465353219752,2.5664550087730307,3,0,0.0,0.0
41-11,1,11.692292858298622,11.692292858298622,0.0,2,0,7.0,0.0,1,11.514485422710832,11.514485422710832,0.0,2,0,0.0,0.0
41-12,1,5.35950108762752,5.35950108762752,0.19774989618204245,3,0,6.0,0.0,1,5.809256318525713,5.809256318525714,0.018548141361100893,3,0,0.0,0.0
43-1,2,2.2531256702104874,2.2531256702104874,0.15776566889338778,17,0,17.0,0.0,2,2.1987641120891084,2.1987641120891084,0.1544136392172304,18,0,0.0,0.0
44-1,2,4.7754374093738035,4.775437409373803,0.5393496984601185,4,0,9.0,0.0,2,4.801954211662904,4.8019542116629035,0.5370055860725942,4,0,0.0,0.0
44-2,2,2.5434005793117187,2.5434005793117187,0.12821304789039492,10,0,10.0,0.0,2,2.5481812282264147,2.5481812282264142,0.12726597494032768,10,0,0.0,0.0
44-3,2,1.8294995104975096,1.8294995104975096,0.06203193140025234,11,0,11.0,0.0,2,1.8251554221882769,1.8251554221882769,0.06138870988753636,11,0,0.0,0.0
44-4,2,1.999792297549908,1.999792297549908,0.04329106399034144,11,0,11.0,0.0,2,1.9964442991332292,1.9964442991332292,0.04241258695522748,11,0,0.0,0.0
44-5,2,1.8169691196873228,1.816969119687323,0.10213206705658494,7,0,7.0,0.0,2,1.7861812072138767,1.7861812072138767,0.13009199266724222,5,0,0.0,0.0
44-6,2,1.8291335605418069,1.8291335605418069,0.17436290810913013,5,0,5.0,0.0,2,1.8211504914020298,1.82115049140203,0.17601926637339346,5,0,0.0,0.0
44-7,2,2.2961013543176483,2.2961013543176483,0.17848181070565547,4,0,4.0,0.0,2,2.2917091069642703,2.2917091069642703,0.18149127780841012,4,0,0.0,0.0
44-8,2,4.907331818741289,4.907331818741289,6.68817022043832e-16,2,0,4.0,0.0,2,4.963943503152433,4.963943503152433,6.748593928029047e-16,2,0,0.0,0.0
45-1,2,6.443784382743837,6.443784382743836,0.03500573097057563,3,0,13.0,0.0,2,6.399337822259331,6.399337822259331,0.0,2,0,0.0,0.0
46-1,2,8.683635794456826,8.683635794456826,9.774727681439761e-16,2,0,6.0,0.0,2,9.652024652103746,9.652024652103746,0.0,2,0,0.0,0.0
46-2,2,5.433869323861107,5.433869323861107,0.0,2,0,5.0,0.0,2,6.634395709448984,6.634395709448982,1.879806932676264e-15,2,0,0.0,0.0
46-3,2,0.7894695049962144,0.7894695049962144,0.02055547287053045,3,0,6.0,0.0,2,0.8780548738654168,0.8780548738654168,0.026802325058864415,3,0,0.0,0.0
46-4,2,2.1836809878802965,2.1836809878802965,2.544157865790305e-16,2,0,6.0,0.0,2,2.518691825539544,2.518691825539544,0.0,2,0,0.0,0.0
46-5,2,2.5860666847863607,2.5860666847863607,0.0,2,0,6.0,0.0,2,2.9064120484703335,2.9064120484703335,0.0,2,0,0.0,0.0
46-6,2,1.8460699334241446,1.8460699334241446,2.3636483706025183e-16,2,0,6.0,0.0,2,3.5922610948759397,3.5922610948759397,4.585369184330762e-16,2,0,0.0,0.0
46-7,2,2.337176095228344,2.337176095228344,0.5336389436588708,3,0,6.0,0.0,2,2.382902822198341,2.382902822198341,0.5929514896835546,3,0,0.0,0.0
46-8,2,11.172479001702824,11.172479001702824,0.0,2,0,6.0,0.0,2,10.03181890307256,10.03181890307256,0.0,2,0,0.0,0.0
46-9,2,0.7864445703686348,0.7864445703686348,0.11052742285946038,3,0,6.0,0.0,2,0.7841101955497962,0.7841101955497963,0.16389126472546295,3,0,0.0,0.0
